,operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB,estimated_trMiB_beegfs-ssd_30p,estimated_ts_slope_beegfs-ssd_30p,estimated_trMiB_beegfs-ssd_12p,estimated_ts_slope_beegfs-ssd_12p,estimated_trMiB_beegfs-ssd_6p,estimated_ts_slope_beegfs-ssd_6p,estimated_trMiB_beegfs-tmpfs_30p,estimated_ts_slope_beegfs-tmpfs_30p,estimated_trMiB_beegfs-tmpfs_12p,estimated_ts_slope_beegfs-tmpfs_12p,estimated_trMiB_beegfs-tmpfs_6p,estimated_ts_slope_beegfs-tmpfs_6p,estimated_trMiB_ssd-ssd_30p,estimated_ts_slope_ssd-ssd_30p,estimated_trMiB_ssd-ssd_12p,estimated_ts_slope_ssd-ssd_12p,estimated_trMiB_ssd-ssd_6p,estimated_ts_slope_ssd-ssd_6p,estimated_trMiB_tmpfs-tmpfs_30p,estimated_ts_slope_tmpfs-tmpfs_30p,estimated_trMiB_tmpfs-tmpfs_12p,estimated_ts_slope_tmpfs-tmpfs_12p,estimated_trMiB_tmpfs-tmpfs_6p,estimated_ts_slope_tmpfs-tmpfs_6p,estimated_trMiB_ssd_150p,estimated_ts_slope_ssd_150p,estimated_trMiB_beegfs_150p,estimated_ts_slope_beegfs_150p,estimated_trMiB_tmpfs_150p,estimated_ts_slope_tmpfs_150p,estimated_trMiB_ssd_60p,estimated_ts_slope_ssd_60p,estimated_trMiB_beegfs_60p,estimated_ts_slope_beegfs_60p,estimated_trMiB_tmpfs_60p,estimated_ts_slope_tmpfs_60p,estimated_trMiB_ssd_30p,estimated_ts_slope_ssd_30p,estimated_trMiB_beegfs_30p,estimated_ts_slope_beegfs_30p,estimated_trMiB_tmpfs_30p,estimated_ts_slope_tmpfs_30p,estimated_trMiB_beegfs-ssd_5p,estimated_ts_slope_beegfs-ssd_5p,estimated_trMiB_beegfs-ssd_2p,estimated_ts_slope_beegfs-ssd_2p,estimated_trMiB_beegfs-ssd_1p,estimated_ts_slope_beegfs-ssd_1p,estimated_trMiB_beegfs-tmpfs_5p,estimated_ts_slope_beegfs-tmpfs_5p,estimated_trMiB_beegfs-tmpfs_2p,estimated_ts_slope_beegfs-tmpfs_2p,estimated_trMiB_beegfs-tmpfs_1p,estimated_ts_slope_beegfs-tmpfs_1p,estimated_trMiB_ssd-ssd_5p,estimated_ts_slope_ssd-ssd_5p,estimated_trMiB_ssd-ssd_2p,estimated_ts_slope_ssd-ssd_2p,estimated_trMiB_ssd-ssd_1p,estimated_ts_slope_ssd-ssd_1p,estimated_trMiB_tmpfs-tmpfs_5p,estimated_ts_slope_tmpfs-tmpfs_5p,estimated_trMiB_tmpfs-tmpfs_2p,estimated_ts_slope_tmpfs-tmpfs_2p,estimated_trMiB_tmpfs-tmpfs_1p,estimated_ts_slope_tmpfs-tmpfs_1p,estimated_trMiB_beegfs-ssd_20p,estimated_ts_slope_beegfs-ssd_20p,estimated_trMiB_beegfs-ssd_8p,estimated_ts_slope_beegfs-ssd_8p,estimated_trMiB_beegfs-ssd_4p,estimated_ts_slope_beegfs-ssd_4p,estimated_trMiB_beegfs-tmpfs_20p,estimated_ts_slope_beegfs-tmpfs_20p,estimated_trMiB_beegfs-tmpfs_8p,estimated_ts_slope_beegfs-tmpfs_8p,estimated_trMiB_beegfs-tmpfs_4p,estimated_ts_slope_beegfs-tmpfs_4p,estimated_trMiB_ssd-ssd_20p,estimated_ts_slope_ssd-ssd_20p,estimated_trMiB_ssd-ssd_8p,estimated_ts_slope_ssd-ssd_8p,estimated_trMiB_ssd-ssd_4p,estimated_ts_slope_ssd-ssd_4p,estimated_trMiB_tmpfs-tmpfs_20p,estimated_ts_slope_tmpfs-tmpfs_20p,estimated_trMiB_tmpfs-tmpfs_8p,estimated_ts_slope_tmpfs-tmpfs_8p,estimated_trMiB_tmpfs-tmpfs_4p,estimated_ts_slope_tmpfs-tmpfs_4p,estimated_trMiB_ssd_5p,estimated_ts_slope_ssd_5p,estimated_trMiB_beegfs_5p,estimated_ts_slope_beegfs_5p,estimated_trMiB_tmpfs_5p,estimated_ts_slope_tmpfs_5p,estimated_trMiB_ssd_2p,estimated_ts_slope_ssd_2p,estimated_trMiB_beegfs_2p,estimated_ts_slope_beegfs_2p,estimated_trMiB_tmpfs_2p,estimated_ts_slope_tmpfs_2p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_tmpfs_1p,estimated_ts_slope_tmpfs_1p,estimated_trMiB_tmpfs-beegfs_30p,estimated_ts_slope_tmpfs-beegfs_30p,estimated_trMiB_tmpfs-beegfs_12p,estimated_ts_slope_tmpfs-beegfs_12p,estimated_trMiB_tmpfs-beegfs_6p,estimated_ts_slope_tmpfs-beegfs_6p,estimated_trMiB_tmpfs-beegfs_10p,estimated_ts_slope_tmpfs-beegfs_10p,estimated_trMiB_tmpfs-beegfs_4p,estimated_ts_slope_tmpfs-beegfs_4p,estimated_trMiB_tmpfs-beegfs_2p,estimated_ts_slope_tmpfs-beegfs_2p,estimated_trMiB_ssd-beegfs_30p,estimated_ts_slope_ssd-beegfs_30p,estimated_trMiB_ssd-beegfs_12p,estimated_ts_slope_ssd-beegfs_12p,estimated_trMiB_ssd-beegfs_6p,estimated_ts_slope_ssd-beegfs_6p,estimated_trMiB_ssd-beegfs_10p,estimated_ts_slope_ssd-beegfs_10p,estimated_trMiB_ssd-beegfs_4p,estimated_ts_slope_ssd-beegfs_4p,estimated_trMiB_ssd-beegfs_2p,estimated_ts_slope_ssd-beegfs_2p
0,cp,0,4096.0,,60,60,,"[2, 5, 10]",2,30,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr1.250000.vcf,chr1n-1801-2001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5401-5601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1201-1401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2601-2801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2001-2201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1601-1801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4001-4201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5601-5801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4201-4401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2201-2401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4401-4601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5201-5401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5001-5201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1-201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1001-1201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-601-801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-201-401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3601-3801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2401-2601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5801-6001.tar.gz,columns.txt",0.5,initial_data,96875.03747177124,295.59391103045135,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cp,0,4096.0,,60,60,,"[2, 5, 10]",5,12,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr1.250000.vcf,chr1n-1801-2001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5401-5601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1201-1401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2601-2801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2001-2201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1601-1801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4001-4201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5601-5801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4201-4401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2201-2401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4401-4601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5201-5401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5001-5201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1-201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1001-1201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-601-801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-201-401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3601-3801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2401-2601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5801-6001.tar.gz,columns.txt",0.5,initial_data,96875.03747177124,,,261.8849662849584,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cp,0,4096.0,,60,60,,"[2, 5, 10]",10,6,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr1.250000.vcf,chr1n-1801-2001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5401-5601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1201-1401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2601-2801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2001-2201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1601-1801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4001-4201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5601-5801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4201-4401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2201-2401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4401-4601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5201-5401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5001-5201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1-201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1001-1201.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-601-801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-201-401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3601-3801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-2401-2601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-5801-6001.tar.gz,columns.txt",0.5,initial_data,96875.03747177124,,,,,275.2065308854757,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cp,0,4096.0,,60,60,,"[2, 5, 10]",2,30,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr1.250000.vcf,chr1n-2801-3001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-401-601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1401-1601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4801-5001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3401-3601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4601-4801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3201-3401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3801-4001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-801-1001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3001-3201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1801-2001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4401-4601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3801-4001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1401-1601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2401-2601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5601-5801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1601-1801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3201-3401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3601-3801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-801-1001.tar.gz,columns.txt",0.5,initial_data,96874.52531337738,295.59912040774526,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,cp,0,4096.0,,60,60,,"[2, 5, 10]",5,12,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr1.250000.vcf,chr1n-2801-3001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-401-601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1401-1601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4801-5001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3401-3601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4601-4801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3201-3401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3801-4001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-801-1001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3001-3201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1801-2001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4401-4601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3801-4001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1401-1601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2401-2601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5601-5801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1601-1801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3201-3401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3601-3801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-801-1001.tar.gz,columns.txt",0.5,initial_data,96874.52531337738,,,261.8905603251975,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,cp,0,4096.0,,60,60,,"[2, 5, 10]",10,6,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr1.250000.vcf,chr1n-2801-3001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-401-601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-1401-1601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4801-5001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3401-3601.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-4601-4801.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3201-3401.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3801-4001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-801-1001.tar.gz,columns.txt,ALL.chr1.250000.vcf,chr1n-3001-3201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1801-2001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4401-4601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3801-4001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1401-1601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2401-2601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5601-5801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1601-1801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3201-3401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3601-3801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-801-1001.tar.gz,columns.txt",0.5,initial_data,96874.52531337738,,,,,275.21236594701406,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,cp,0,4096.0,,60,60,,"[2, 5, 10]",2,30,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr7.250000.vcf,chr7n-401-601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5801-6001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2801-3001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4201-4401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5201-5401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4801-5001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4601-4801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-601-801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4001-4201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5401-5601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5001-5201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1001-1201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2201-2401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3401-3601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2601-2801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1201-1401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3001-3201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1-201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2001-2201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-201-401.tar.gz,columns.txt",0.5,initial_data,96873.8795413971,295.6056888247262,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,cp,0,4096.0,,60,60,,"[2, 5, 10]",5,12,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr7.250000.vcf,chr7n-401-601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5801-6001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2801-3001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4201-4401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5201-5401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4801-5001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4601-4801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-601-801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4001-4201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5401-5601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5001-5201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1001-1201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2201-2401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3401-3601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2601-2801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1201-1401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3001-3201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1-201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2001-2201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-201-401.tar.gz,columns.txt",0.5,initial_data,96873.8795413971,,,261.897613757273,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,cp,0,4096.0,,60,60,,"[2, 5, 10]",10,6,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr7.250000.vcf,chr7n-401-601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5801-6001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2801-3001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4201-4401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5201-5401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4801-5001.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4601-4801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-601-801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-4001-4201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5401-5601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-5001-5201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1001-1201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2201-2401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3401-3601.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2601-2801.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1201-1401.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-3001-3201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-1-201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-2001-2201.tar.gz,columns.txt,ALL.chr7.250000.vcf,chr7n-201-401.tar.gz,columns.txt",0.5,initial_data,96873.8795413971,,,,,275.2197232788276,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,cp,0,4096.0,,60,60,,"[2, 5, 10]",2,30,,beegfs-ssd,60,stage_in-individuals,,"ALL.chr10.250000.vcf,chr10n-5601-5801.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-3401-3601.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-4401-4601.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-4001-4201.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-2201-2401.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-2601-2801.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-1-201.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-5201-5401.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-2801-3001.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-201-401.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-1001-1201.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-401-601.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-1801-2001.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-1601-1801.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-2401-2601.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-801-1001.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-3001-3201.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-3601-3801.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-3201-3401.tar.gz,columns.txt,ALL.chr10.250000.vcf,chr10n-1201-1401.tar.gz,columns.txt",0.5,initial_data,96884.47751808167,295.49789237002784,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
